species;family;male;female;tot_adult;subadult_male;subadult_female;tot_subadult;juvenil;individuals_immatur;tot_individuals;month;year;date;trapnum;succession;ycoor;xcoor;latitude;longitude;height;tot_plants;mean_t;mean_k;mean_l;mean_f;mean_r;mean_n;mean_w;mean_h;mean_d
Cicurinacicur;Hahniidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel09;S1;2603491;1197110;46.92507;7.48446;509;14;3,6;2,9;3,2;3,7;3,7;3,7;2,5;3;1,4
Agroecabrunnea;Liocranidae;5;0;5;0;0;0;0;0;5;Jan-Feb;2019;01.01.-28.02.2019;Sel09;S1;2603491;1197110;46.92507;7.48446;509;14;3,6;2,9;3,2;3,7;3,7;3,7;2,5;3;1,4
NA;Lycosidae;0;0;0;21;19;40;0;40;40;Jan-Feb;2019;01.01.-28.02.2019;Sel09;S1;2603491;1197110;46.92507;7.48446;509;14;3,6;2,9;3,2;3,7;3,7;3,7;2,5;3;1,4
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jan-Feb;2019;01.01.-28.02.2019;Sel10;S1;2603529;1197082;46.92482;7.48496;509;13;3,7;2,8;3,1;3,8;3,6;3,7;2,8;3,2;1,2
Oedothoraxretusus;Linyphiidae;0;4;4;0;0;0;0;0;4;Jan-Feb;2019;01.01.-28.02.2019;Sel11;S1;2603551;1197082;46.92482;7.48525;508;11;3,3;2,8;3,5;4;3,5;3,5;2,8;2,6;1,4
NA;Lycosidae;0;0;0;0;1;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel11;S1;2603551;1197082;46.92482;7.48525;508;11;3,3;2,8;3,5;4;3,5;3,5;2,8;2,6;1,4
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel11;S1;2603551;1197082;46.92482;7.48525;508;11;3,3;2,8;3,5;4;3,5;3,5;2,8;2,6;1,4
Gnathonariumdentatum;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel11;S1;2603551;1197082;46.92482;7.48525;508;11;3,3;2,8;3,5;4;3,5;3,5;2,8;2,6;1,4
Pachygnathaclercki;Tetragnathidae;1;2;3;0;0;0;0;0;3;Jan-Feb;2019;01.01.-28.02.2019;Sel11;S1;2603551;1197082;46.92482;7.48525;508;11;3,3;2,8;3,5;4;3,5;3,5;2,8;2,6;1,4
Oedothoraxretusus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
NA;Linyphiidae;0;0;0;1;1;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Cicurinacicur;Hahniidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
NA;Lycosidae;0;0;0;3;3;6;1;7;7;Jan-Feb;2019;01.01.-28.02.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
NA;Linyphiidae;0;0;0;1;0;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Agroecabrunnea;Liocranidae;4;1;5;0;0;0;0;0;5;Jan-Feb;2019;01.01.-28.02.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Robertusneglectus;Theridiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Tenuiphantescristatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Cicurinacicur;Hahniidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Robertuslividus;Theridiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
NA;Lycosidae;0;0;0;1;1;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
NA;Lycosidae;0;0;0;1;1;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Oedothoraxretusus;Linyphiidae;0;15;15;0;0;0;0;0;15;Jan-Feb;2019;01.01.-28.02.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Porrhommaoblitum;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Oedothoraxretusus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
NA;Linyphiidae;0;0;0;2;0;2;1;3;3;Jan-Feb;2019;01.01.-28.02.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Oedothoraxretusus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Pachygnathaclercki;Tetragnathidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Agroecabrunnea;Liocranidae;2;0;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Oedothoraxretusus;Linyphiidae;0;4;4;0;0;0;0;0;4;Jan-Feb;2019;01.01.-28.02.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
NA;Lycosidae;0;0;0;1;0;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
NA;Linyphiidae;0;0;0;2;0;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Clubionagermanica;Clubionidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Robertuslividus;Theridiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Pachygnathaclercki;Tetragnathidae;0;4;4;0;0;0;0;0;4;Jan-Feb;2019;01.01.-28.02.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Centromerussylvaticus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lycosidae;0;0;0;3;0;3;0;3;3;Jan-Feb;2019;01.01.-28.02.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pachygnathaclercki;Tetragnathidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel21;S2;2603004;1196907;46.92325;7.47807;507;15;3,5;3;3;3,7;3,4;3,5;2,5;3,7;1,6
Bathyphantesgracilis;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Dicymbiumnigrum;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Gnathonariumdentatum;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Pachygnathaclercki;Tetragnathidae;0;2;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Dicymbiumnigrum;Linyphiidae;2;0;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
Gnathonariumdentatum;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
Dicymbiumnigrum;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Oedothoraxretusus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
NA;Linyphiidae;0;0;0;0;0;0;2;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Pachygnathaclercki;Tetragnathidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Dicymbiumnigrum;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel25;S1;2602887;1196864;46.92286;7.47653;507;11;3,7;3;3,4;4,1;3,7;3,7;2,9;3,2;1
Oedothoraxretusus;Linyphiidae;0;2;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel25;S1;2602887;1196864;46.92286;7.47653;507;11;3,7;3;3,4;4,1;3,7;3,7;2,9;3,2;1
Pachygnathaclercki;Tetragnathidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel25;S1;2602887;1196864;46.92286;7.47653;507;11;3,7;3;3,4;4,1;3,7;3,7;2,9;3,2;1
NA;Lycosidae;0;0;0;2;2;4;0;4;4;Jan-Feb;2019;01.01.-28.02.2019;Sel25;S1;2602887;1196864;46.92286;7.47653;507;11;3,7;3;3,4;4,1;3,7;3,7;2,9;3,2;1
Oedothoraxretusus;Linyphiidae;0;10;10;0;0;0;0;0;10;Jan-Feb;2019;01.01.-28.02.2019;Sel26;S1;2602935;1196897;46.92316;7.47716;507;12;3,5;2,8;3;3,9;3,2;3,3;2,6;3,2;1,2
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel26;S1;2602935;1196897;46.92316;7.47716;507;12;3,5;2,8;3;3,9;3,2;3,3;2,6;3,2;1,2
Pachygnathaclercki;Tetragnathidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel26;S1;2602935;1196897;46.92316;7.47716;507;12;3,5;2,8;3;3,9;3,2;3,3;2,6;3,2;1,2
Cicurinacicur;Hahniidae;3;0;3;0;0;0;0;0;3;Jan-Feb;2019;01.01.-28.02.2019;Sel27;S1;2603368;1197131;46.92526;7.48285;509;15;3,6;2,9;3,3;3,6;3,7;3,5;2,5;2,7;1,7
Centromerussylvaticus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel27;S1;2603368;1197131;46.92526;7.48285;509;15;3,6;2,9;3,3;3,6;3,7;3,5;2,5;2,7;1,7
NA;Lycosidae;0;0;0;1;0;1;1;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel27;S1;2603368;1197131;46.92526;7.48285;509;15;3,6;2,9;3,3;3,6;3,7;3,5;2,5;2,7;1,7
Walckenaeriaobtusa;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel28;S1;2603430;1197099;46.92497;7.48366;508;13;3,4;2,9;2,8;3,3;3,5;3,2;2;3,7;2,1
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel28;S1;2603430;1197099;46.92497;7.48366;508;13;3,4;2,9;2,8;3,3;3,5;3,2;2;3,7;2,1
NA;Lycosidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel28;S1;2603430;1197099;46.92497;7.48366;508;13;3,4;2,9;2,8;3,3;3,5;3,2;2;3,7;2,1
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel28;S1;2603430;1197099;46.92497;7.48366;508;13;3,4;2,9;2,8;3,3;3,5;3,2;2;3,7;2,1
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Centromerussylvaticus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Cicurinacicur;Hahniidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
NA;Lycosidae;0;0;0;3;3;6;0;6;6;Jan-Feb;2019;01.01.-28.02.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Cicurinacicur;Hahniidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Robertuslividus;Theridiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Lycosidae;0;0;0;4;1;5;0;5;5;Jan-Feb;2019;01.01.-28.02.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Lycosidae;0;0;0;0;2;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel31;S2;2602930;1196842;46.92266;7.4771;506;9;3,5;2,9;3;3,3;3,7;3,4;2,9;3,4;1,4
Cicurinacicur;Hahniidae;1;1;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Lycosidae;0;0;0;0;2;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Agelenidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Centromerussylvaticus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Trochosaterricola;Lycosidae;3;0;3;0;0;0;0;0;3;Jan-Feb;2019;01.01.-28.02.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Lycosidae;0;0;0;8;5;13;1;14;14;Jan-Feb;2019;01.01.-28.02.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Lycosidae;0;0;0;0;2;2;0;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Pachygnathaclercki;Tetragnathidae;1;1;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Lycosidae;0;0;0;4;0;4;1;5;5;Jan-Feb;2019;01.01.-28.02.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Gnaphosidae;0;0;0;0;1;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Lycosidae;0;0;0;1;0;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jan-Feb;2019;01.01.-28.02.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
Oedothoraxretusus;Linyphiidae;0;4;4;0;0;0;0;0;4;Jan-Feb;2019;01.01.-28.02.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Centromeritabicolor;Linyphiidae;0;2;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Linyphiidae;0;0;0;1;0;1;1;2;2;Jan-Feb;2019;01.01.-28.02.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Pachygnathaclercki;Tetragnathidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Gnaphosidae;0;0;0;1;0;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Lycosidae;0;0;0;9;12;21;0;21;21;Jan-Feb;2019;01.01.-28.02.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Pardosatenuipes;Lycosidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Oedothoraxretusus;Linyphiidae;0;7;7;0;0;0;0;0;7;Jan-Feb;2019;01.01.-28.02.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Oedothoraxagrestis;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;Gnaphosidae;0;0;0;1;0;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;Lycosidae;0;0;0;18;16;34;1;35;35;Jan-Feb;2019;01.01.-28.02.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Pachygnathaclercki;Tetragnathidae;0;2;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Robertuslividus;Theridiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Walckenaeriaalticeps;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
NA;Lycosidae;0;0;0;1;0;1;0;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jan-Feb;2019;01.01.-28.02.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Linyphiidae;0;0;0;2;0;2;1;3;3;Jan-Feb;2019;01.01.-28.02.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Dicymbiumnigrum;Linyphiidae;4;0;4;0;0;0;0;0;4;Jan-Feb;2019;01.01.-28.02.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Gnathonariumdentatum;Linyphiidae;0;2;2;0;0;0;0;0;2;Jan-Feb;2019;01.01.-28.02.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Pachygnathaclercki;Tetragnathidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
NA;Lycosidae;0;0;0;2;2;4;0;4;4;Jan-Feb;2019;01.01.-28.02.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Walckenaeriaacuminata;Linyphiidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Oedothoraxretusus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Mermessustrilobatus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Bathyphantesgracilis;Linyphiidae;0;1;1;0;0;0;0;0;1;Jan-Feb;2019;01.01.-28.02.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
